,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal,PropertyGFAParking,PropertyGFABuilding(s),BuildingType,PrimaryPropertyType,ListOfAllPropertyUseTypes,LargestPropertyUseType,SecondLargestPropertyUseType,ThirdLargestPropertyUseType,LargestPropertyUseTypeGFA,SecondLargestPropertyUseTypeGFA,ThirdLargestPropertyUseTypeGFA,SteamUse(kBtu),Electricity(kBtu),NaturalGas(kBtu),SiteEnergyUse(kBtu),SiteEUI(kBtu/sf),ENERGYSTARScore,TotalGHGEmissions,AgeBuilding,ProportionGFABuilding,ProportionGFAParking,ProportionElectricity,ProportionNaturalGas,ProportionSteamUse,NumberofFloorsByBuildings
104,1915,1.0,3,63330,0,63330,NonResidential,University,College/University,College/University,None,None,64820.0,0.0,0.0,0.0,1911064.0,1148694.0,3059758.0,47.20000076,,74.33,101,1.0,0.0,0.6245801138521413,0.37541988614785876,0.0,3.0
105,1970,27.0,2,441071,0,441071,Campus,University,College/University,College/University,None,None,483000.0,0.0,0.0,0.0,25314575.0,12987166.0,38301744.0,79.30000305,,866.23,46,1.0,0.0,0.6609248654578236,0.3390750562167613,0.0,0.0
106,2002,1.0,2,96300,0,96300,NonResidential,Small- and Mid-Sized Office,"Data Center, Office",Office,Data Center,None,92300.0,4944.0,0.0,0.0,13973696.0,2346137.0,16319835.0,167.8000031,,222.02,14,1.0,0.0,0.8562400293875521,0.14375984806218936,0.0,2.0
107,1950,1.0,1,67356,0,67356,Nonresidential COS,Other,"Repair Services (Vehicle, Shoe, Locksmith, etc)","Repair Services (Vehicle, Shoe, Locksmith, etc)",Shoe,Locksmith,68359.0,19259.34719392042,7913.30933074546,0.0,4182001.0,3293576.0,7475577.5,109.4000015,,204.08,66,1.0,0.0,0.5594217971788802,0.44057813593665507,0.0,1.0
108,2008,1.0,3,254523,0,254523,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,254523.0,0.0,0.0,0.0,7835065.0,5732708.0,13567774.0,53.29999924,60.0,359.09,8,1.0,0.0,0.5774760841387836,0.42252384215715855,0.0,3.0
109,2001,1.0,3,78804,0,78804,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,78804.0,0.0,0.0,0.0,1645214.0,853926.0,2499140.0,31.70000076,92.0,56.82,15,1.0,0.0,0.6583120593484159,0.34168794065158414,0.0,3.0
110,2002,1.0,3,66994,0,66994,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,66994.0,0.0,0.0,0.0,1824845.0,546459.0,2371304.5,35.40000153,79.0,41.74,14,1.0,0.0,0.7695532142750963,0.2304465748704985,0.0,3.0
111,2000,1.0,3,98357,0,98357,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,98357.0,0.0,0.0,0.0,1927067.0,1529064.0,3456131.5,35.09999847,88.0,94.64,16,1.0,0.0,0.5575791893335077,0.44242066599607105,0.0,3.0
112,1958,1.0,1,54765,0,54765,NonResidential,Small- and Mid-Sized Office,"Office, Other",Office,Other,None,25765.0,25000.0,0.0,0.0,3569337.0,684032.0,4253369.5,83.80000305,,61.21,58,1.0,0.0,0.8391786793975929,0.16082120304854775,0.0,1.0
113,2009,1.0,5,89821,0,89821,NonResidential,Other,"Food Service, Office, Other - Lodging/Residential",Other - Lodging/Residential,Office,Food Service,46483.0,37938.0,4579.0,0.0,67462.0,1882631.0,1950092.5,21.89999962,,100.46,7,1.0,0.0,0.03459425642629773,0.9654059999717962,0.0,5.0
114,1980,1.0,2,52611,0,52611,NonResidential,University,College/University,College/University,None,None,52611.0,0.0,0.0,0.0,2479273.0,1637598.0,4116871.5,78.30000305,,104.26,36,1.0,0.0,0.6022225857668864,0.39777729278166685,0.0,2.0
115,2001,1.0,4,139600,37500,102100,NonResidential,Residence Hall,Residence Hall/Dormitory,Residence Hall/Dormitory,None,None,135520.0,0.0,0.0,0.0,2316298.0,2132284.0,4448582.5,32.79999924,89.0,129.39,15,0.7313753581661891,0.2686246418338109,0.5206822622711841,0.47931762533346295,0.0,4.0
116,2011,1.0,2,236758,0,236758,SPS-District K-12,K-12 School,"K-12 School, Parking",K-12 School,Parking,None,238550.0,0.0,0.0,0.0,4789948.0,3566039.0,8355988.5,35.0,96.0,222.78,5,1.0,0.0,0.5732353509103082,0.42676446957771663,0.0,2.0
117,1971,3.0,6,250981,0,250981,NonResidential,Other,"Courthouse, Other",Other,Courthouse,None,137565.0,78357.0,0.0,4336524.5,8155002.0,580172.0,13071700.0,60.5,,422.39,45,1.0,0.0,0.6238669798113482,0.044383821538131994,0.3317490838988043,2.0
118,2002,1.0,3,62526,0,62526,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,62526.0,0.0,0.0,0.0,1114389.0,871706.0,1986094.875,31.79999924,96.0,54.07,14,1.0,0.0,0.5610955518930081,0.4389045110445693,0.0,3.0
119,2004,1.0,11,299070,68432,230638,NonResidential,Other,Other,Other,None,None,250000.0,0.0,0.0,0.0,30651644.0,34685331.0,65336980.0,261.2999878,,2055.82,12,0.7711840037449427,0.22881599625505736,0.46913163112222206,0.5308682923514371,0.0,11.0
120,2007,1.0,3,64015,0,64015,NonResidential,Small- and Mid-Sized Office,"Non-Refrigerated Warehouse, Office, Other - Services",Office,Non-Refrigerated Warehouse,Other - Services,30000.0,15000.0,9015.0,0.0,2657382.0,584696.0,3242077.75,60.0,21.0,49.58,9,1.0,0.0,0.8196540012033949,0.18034607590764903,0.0,3.0
121,1951,1.0,1,530039,0,530039,NonResidential,Retail Store,"Restaurant, Retail Store",Retail Store,Restaurant,None,505103.0,24936.0,0.0,0.0,16224529.0,11492503.0,27717034.0,52.29999924,98.0,723.47,65,1.0,0.0,0.5853631019827014,0.41463682585950573,0.0,1.0
122,1964,1.0,3,54224,0,54224,NonResidential,Other,Other/Specialty Hospital,Other/Specialty Hospital,None,None,47012.0,0.0,0.0,0.0,3344827.0,3920350.0,7265178.0,154.5,,231.53,52,1.0,0.0,0.4603916105014908,0.5396082518556324,0.0,3.0
123,1965,1.0,4,124342,0,124342,NonResidential,Retail Store,Retail Store,Retail Store,None,None,122000.0,0.0,0.0,0.0,8653621.0,112356.0,8765978.0,71.90000153,76.0,66.3,51,1.0,0.0,0.9871826052951536,0.012817280627443965,0.0,4.0
124,1953,6.0,10,879000,0,879000,NonResidential,Hospital,Hospital (General Medical & Surgical),Hospital (General Medical & Surgical),None,None,879000.0,0.0,0.0,0.0,115641210.0,138191238.0,253832464.0,288.7999878,10.0,8145.52,63,1.0,0.0,0.45558085115542984,0.5444190858108677,0.0,2.0
125,1996,1.0,3,55442,0,55442,NonResidential,Other,"Financial Office, Medical Office, Parking",Financial Office,Parking,Medical Office,28636.0,15385.0,8644.0,0.0,1859345.0,1331883.0,3191228.25,85.59999847,72.0,83.7,20,1.0,0.0,0.5826424355575318,0.4173574861027255,0.0,3.0
126,1999,1.0,2,242795,0,242795,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,242795.0,0.0,0.0,0.0,7859464.0,1297685.0,9157150.0,37.70000076,80.0,123.71,17,1.0,0.0,0.8582871308212708,0.14171275997444618,0.0,2.0
127,1910,1.0,5,84870,0,84870,NonResidential,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,None,None,85521.0,0.0,0.0,0.0,482635.0,898955.0,1381590.125,16.20000076,,51.11,106,1.0,0.0,0.34933298325362594,0.6506669262709156,0.0,5.0
128,1970,11.0,2,694072,111625,582447,Campus,University,College/University,College/University,None,None,667335.0,0.0,0.0,0.0,33450832.0,2440648.0,35891484.0,53.79999924,,362.82,46,0.8391737456632741,0.16082625433672587,0.93199913383353,0.06800075471942035,0.0,0.0
129,1952,1.0,2,173185,0,173185,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,173185.0,0.0,0.0,0.0,1800727.0,4327044.0,6127771.5,35.40000153,79.0,242.36,64,1.0,0.0,0.293863274764733,0.7061366436395352,0.0,2.0
130,1963,1.0,1,145341,0,145341,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,139069.0,0.0,0.0,0.0,1864967.0,3634130.0,5499097.0,39.5,75.0,206.01,53,1.0,0.0,0.3391405898095633,0.6608594101904367,0.0,1.0
131,1904,1.0,4,114297,0,114297,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,114297.0,0.0,0.0,0.0,912475.0,1187623.0,2100097.75,18.39999962,61.0,69.44,112,1.0,0.0,0.43449168020869505,0.5655084388333829,0.0,4.0
132,1960,1.0,2,184125,0,184125,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,184125.0,0.0,0.0,0.0,2999862.0,5800430.0,8800292.0,47.79999924,86.0,328.97,56,1.0,0.0,0.3408820980031117,0.6591179019968882,0.0,2.0
134,1937,1.0,1,234144,0,234144,NonResidential,Warehouse,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,None,None,234144.0,0.0,0.0,0.0,1316817.0,5427500.0,6744317.0,28.79999924,87.0,297.43,79,1.0,0.0,0.19524838467705477,0.8047516153229453,0.0,1.0
135,1966,1.0,1,64984,0,64984,NonResidential,Retail Store,Retail Store,Retail Store,None,None,65425.0,0.0,0.0,0.0,2613687.0,330609.0,2944296.25,45.0,72.0,35.78,50,1.0,0.0,0.8877119617293946,0.1122879533606715,0.0,1.0
136,1965,1.0,1,67745,0,67745,NonResidential,Retail Store,Retail Store,Retail Store,None,None,67782.0,0.0,0.0,0.0,2624102.0,6606121.0,9230223.0,136.1999969,37.0,369.14,51,1.0,0.0,0.2842945397960591,0.7157054602039409,0.0,1.0
137,2010,1.0,2,367884,0,367884,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,367884.0,0.0,0.0,0.0,8205020.0,4060496.0,12265516.0,33.29999924,97.0,272.85,6,1.0,0.0,0.6689502504419708,0.3310497495580292,0.0,2.0
138,1958,1.0,1,46797,0,46797,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,46797.0,0.0,0.0,0.0,797204.0,1278687.0,2075891.0,44.40000153,86.0,73.47,58,1.0,0.0,0.3840297973255821,0.6159702026744178,0.0,1.0
140,1973,1.0,3,56000,0,56000,NonResidential,Other,Other,Other,None,None,56000.0,0.0,0.0,0.0,844864.0,1006396.0,1851260.5,33.09999847,,59.34,43,1.0,0.0,0.4563722933644401,0.5436274365493133,0.0,3.0
141,2004,1.0,2,67371,0,67371,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,67371.0,0.0,0.0,0.0,1445339.0,683120.0,2128459.0,31.60000038,92.0,46.36,12,1.0,0.0,0.6790541889695785,0.3209458110304215,0.0,2.0
142,1969,1.0,2,52088,0,52088,NonResidential,Self-Storage Facility,Self-Storage Facility,Self-Storage Facility,None,None,52088.0,0.0,0.0,0.0,523765.0,853755.0,1377519.5,26.39999962,,48.99,47,1.0,0.0,0.3802232926648225,0.6197770703064458,0.0,2.0
143,2010,1.0,3,127776,0,127776,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,127776.0,0.0,0.0,0.0,3729930.0,1018207.0,4748137.0,37.20000076,75.0,80.08,6,1.0,0.0,0.7855565245905921,0.21444347540940795,0.0,3.0
144,1998,1.0,5,123920,30000,93920,NonResidential,Hotel,"Hotel, Parking, Swimming Pool",Hotel,Parking,Swimming Pool,123920.0,30000.0,0.0,0.0,4079217.0,5293961.0,9373179.0,75.59999847,79.0,309.6,18,0.7579083279535184,0.2420916720464816,0.4352010134448515,0.5647988798677589,0.0,5.0
145,1900,1.0,1,50000,0,50000,Nonresidential COS,Other,Museum,Museum,None,None,43000.0,0.0,0.0,0.0,3797924.0,3750882.0,7548807.0,175.6000061,,225.69,116,1.0,0.0,0.503115790349389,0.4968840771793477,0.0,1.0
146,1926,1.0,2,50292,0,50292,Nonresidential COS,Warehouse,"Non-Refrigerated Warehouse, Office, Other - Services, Residence Hall/Dormitory",Non-Refrigerated Warehouse,Residence Hall/Dormitory,Office,42345.0,5000.0,4730.0,0.0,430474.0,0.0,430473.6875,8.0,,3.0,90,1.0,0.0,1.0000007259444865,0.0,0.0,2.0
147,1998,1.0,7,207656,54341,153315,NonResidential,Hotel,Hotel,Hotel,None,None,141591.0,0.0,0.0,0.0,5530787.0,5641200.0,11171988.0,78.90000153,76.0,338.16,18,0.7383124012790384,0.2616875987209616,0.4950584443878744,0.5049414661025414,0.0,7.0
148,1999,1.0,2,67235,0,67235,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,67235.0,0.0,0.0,0.0,1564728.0,719406.0,2284133.75,34.0,89.0,49.12,17,1.0,0.0,0.6850421959747323,0.3149579134759512,0.0,2.0
149,1957,1.0,2,91130,0,91130,Nonresidential COS,Small- and Mid-Sized Office,"Data Center, Distribution Center, Office, Other, Parking",Office,Distribution Center,Parking,57968.0,32881.0,11850.0,0.0,7093984.0,2378373.0,9472358.0,100.5,,175.77,59,1.0,0.0,0.7489142618976183,0.25108563253204746,0.0,2.0
150,1991,1.0,3,58118,0,58118,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,59014.0,0.0,0.0,0.0,1158457.0,248820.0,1407277.25,23.79999924,97.0,21.29,25,1.0,0.0,0.8231903130673078,0.1768095092846843,0.0,3.0
151,1968,1.0,4,64893,0,64893,NonResidential,Hotel,Hotel,Hotel,None,None,64893.0,0.0,0.0,0.0,2620548.0,3577277.0,6197825.0,95.5,70.0,208.26,48,1.0,0.0,0.42281735931556635,0.5771826406844337,0.0,4.0
153,1925,1.0,1,70762,0,70762,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,70762.0,0.0,0.0,0.0,491106.0,3115310.0,3606416.0,51.0,87.0,168.88,91,1.0,0.0,0.13617563808501293,0.863824361914987,0.0,1.0
154,1900,1.0,3,44558,0,44558,NonResidential,Small- and Mid-Sized Office,"Office, Restaurant, Self-Storage Facility",Office,Self-Storage Facility,Restaurant,34416.0,7672.0,2470.0,0.0,1317637.0,359365.0,1677002.25,37.59999847,78.0,28.27,116,1.0,0.0,0.7857097389106067,0.21429011201386283,0.0,3.0
155,1999,1.0,6,1585960,327680,1258280,NonResidential,Other,"Other - Entertainment/Public Assembly, Parking",Other - Entertainment/Public Assembly,Parking,None,1585960.0,0.0,0.0,0.0,49439914.0,10317518.0,59757440.0,37.70000076,,892.63,17,0.7933869706676082,0.20661302933239173,0.8273432396033029,0.17265662652215355,0.0,6.0
156,1924,1.0,2,179161,0,179161,Nonresidential COS,Distribution Center,"Data Center, Distribution Center, Office, Other",Distribution Center,Office,Other,117476.0,37321.0,25543.0,0.0,8772104.0,664302.0,9436408.0,52.20000076,,96.43,92,1.0,0.0,0.9296020265338252,0.07039776152112118,0.0,2.0
157,1965,1.0,2,58640,0,58640,Nonresidential COS,Warehouse,"Non-Refrigerated Warehouse, Office, Other, Other - Services",Non-Refrigerated Warehouse,Other - Services,Office,40831.0,16735.0,11533.0,0.0,3928695.0,0.0,3928695.25,55.90000153,,27.39,51,1.0,0.0,0.999999936365642,0.0,0.0,2.0
158,1999,1.0,3,1172127,0,1172127,NonResidential,Other,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,None,None,1172127.0,0.0,0.0,0.0,40622381.0,18138920.0,58761304.0,50.09999847,,1246.55,17,1.0,0.0,0.691311768710919,0.30868818023507444,0.0,3.0
159,2005,1.0,9,168449,14567,153882,NonResidential,Hotel,"Food Service, Hotel, Parking",Hotel,Parking,Food Service,135006.0,20600.0,9216.0,0.0,6232233.0,6494555.0,12726789.0,88.19999695,64.0,388.37,11,0.9135227873124804,0.08647721268751966,0.48969406187216585,0.5103058595534191,0.0,9.0
161,1997,1.0,4,241066,0,241066,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,241066.0,0.0,0.0,0.0,3096316.0,4695641.0,7791957.0,32.29999924,79.0,270.97,19,1.0,0.0,0.39737334279437114,0.6026266572056288,0.0,4.0
162,1980,14.0,2,334368,31874,302494,Campus,Large Office,"Laboratory, Non-Refrigerated Warehouse, Office, Other - Utility",Office,Laboratory,Other - Utility,240984.0,72963.0,16766.0,0.0,45321378.0,8145300.0,53466684.0,159.8999939,,748.55,36,0.9046738922384917,0.09532610776150828,0.8476564209592651,0.15234346682132,0.0,0.0
163,2008,1.0,6,419848,335109,84739,NonResidential,Other,"Fast Food Restaurant, Medical Office, Movie Theater, Parking, Retail Store",Parking,Movie Theater,Medical Office,335109.0,65000.0,13567.0,0.0,6995246.0,2139716.0,9134963.0,107.8000031,,162.41,8,0.20183256797698215,0.7981674320230179,0.7657662105473224,0.23423367998315922,0.0,6.0
164,2002,1.0,4,110785,0,110785,NonResidential,Mixed Use Property,"Financial Office, Multifamily Housing, Parking, Retail Store, Supermarket/Grocery Store",Multifamily Housing,Supermarket/Grocery Store,Parking,58563.0,48520.0,29839.0,0.0,10139555.0,418354.0,10557910.0,95.30000305,,92.91,14,1.0,0.0,0.9603752068354438,0.03962469844884073,0.0,4.0
166,1999,1.0,0,934292,0,934292,NonResidential,Hotel,"Hotel, Other, Parking, Restaurant, Retail Store",Hotel,Parking,Restaurant,495536.0,438756.0,49700.0,0.0,39364114.0,25683162.0,65047284.0,117.9000015,,1638.46,17,1.0,0.0,0.6051615314176684,0.39483834559487524,0.0,0.0
167,1990,6.0,5,597519,0,597519,NonResidential,Hospital,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),Parking,None,601615.0,48607.0,0.0,0.0,58754927.0,84668094.0,143423024.0,238.3999939,34.0,4906.33,26,1.0,0.0,0.4096617499851349,0.5903382290977215,0.0,1.0
168,1999,1.0,1,71714,0,71714,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,71714.0,0.0,0.0,0.0,1944216.0,427142.0,2371358.0,33.09999847,87.0,36.24,17,1.0,0.0,0.8198745191573773,0.18012548084262267,0.0,1.0
169,1991,1.0,3,75397,8161,67236,NonResidential,Warehouse,"Non-Refrigerated Warehouse, Parking",Non-Refrigerated Warehouse,Parking,None,67236.0,8161.0,0.0,0.0,423381.0,125800.0,549181.375,8.199999809,91.0,9.63,25,0.8917596190829874,0.10824038091701262,0.770931097217199,0.2290682199482821,0.0,3.0
170,2000,9.0,8,1158691,0,1158691,NonResidential,Hospital,"Hospital (General Medical & Surgical), Parking",Hospital (General Medical & Surgical),Parking,None,1350182.0,387651.0,0.0,122575032.0,168683602.0,1832129.0,293090784.0,217.1000061,29.0,10734.57,16,1.0,0.0,0.5755336271508285,0.006251063151818516,0.41821523804719835,1.0
171,1999,1.0,5,102796,12611,90185,NonResidential,Senior Care Community,"K-12 School, Medical Office, Office, Restaurant, Retail Store, Senior Care Community",Senior Care Community,Medical Office,K-12 School,55259.0,40091.0,3231.0,0.0,7428816.0,2676561.0,10105379.0,98.30000305,,193.94,17,0.8773201291879061,0.12267987081209386,0.7351348227513288,0.2648649793342734,0.0,5.0
172,2002,1.0,2,208981,0,208981,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,208981.0,0.0,0.0,0.0,4894851.0,3270002.0,8164853.0,39.09999847,80.0,207.79,14,1.0,0.0,0.5995026487310917,0.40049735126890834,0.0,2.0
174,1928,1.0,2,55653,0,55653,NonResidential,K-12 School,K-12 School,K-12 School,None,None,55500.0,0.0,0.0,0.0,6138.0,1371489.0,1377627.0,24.79999924,98.0,72.88,88,1.0,0.0,0.004455487588440122,0.9955445124115598,0.0,2.0
175,1931,1.0,16,106860,0,106860,NonResidential,Hotel,Hotel,Hotel,None,None,106860.0,0.0,0.0,0.0,3561742.0,8373976.0,11935719.0,111.6999969,49.0,469.57,85,1.0,0.0,0.2984103429378657,0.7015895732800009,0.0,16.0
176,1972,1.0,5,50759,0,50759,NonResidential,Small- and Mid-Sized Office,"Office, Restaurant",Office,Restaurant,None,47079.0,3680.0,0.0,0.0,2558533.0,588509.0,3147042.0,62.0,62.0,49.09,44,1.0,0.0,0.8129961405027324,0.18700385949726758,0.0,5.0
177,1952,1.0,2,56772,0,56772,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,56772.0,0.0,0.0,0.0,975113.0,1464372.0,2439484.75,43.0,46.0,84.57,64,1.0,0.0,0.39972088368250713,0.6002792187981499,0.0,2.0
178,1952,1.0,3,103000,0,103000,NonResidential,Worship Facility,Worship Facility,Worship Facility,None,None,103000.0,0.0,0.0,0.0,2338435.0,2515995.0,4854429.5,47.09999847,42.0,149.93,64,1.0,0.0,0.4817115996843707,0.5182885033143442,0.0,3.0
179,2006,1.0,3,269297,0,269297,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,269297.0,0.0,0.0,0.0,7203965.0,3294379.0,10498344.0,39.0,80.0,225.19,10,1.0,0.0,0.6862001283250005,0.3137998716749994,0.0,3.0
180,2001,1.0,3,75174,0,75174,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,75174.0,0.0,0.0,0.0,1589543.0,1144302.0,2733846.0,36.40000153,77.0,71.86,15,1.0,0.0,0.5814310681728232,0.4185685660421253,0.0,3.0
181,2003,1.0,3,75214,0,75214,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,75214.0,0.0,0.0,0.0,1733685.0,600575.0,2334260.0,31.0,88.0,43.98,13,1.0,0.0,0.7427128940220884,0.25728710597791166,0.0,3.0
182,2005,1.0,3,134918,0,134918,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,134918.0,0.0,0.0,0.0,2895105.0,926998.0,3822102.5,28.29999924,91.0,69.42,11,1.0,0.0,0.7574639874257689,0.24253614339228213,0.0,3.0
183,1991,1.0,2,64414,0,64414,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,65310.0,0.0,0.0,0.0,2295176.0,0.0,2295176.5,35.09999847,67.0,16.0,25,1.0,0.0,0.9999997821518302,0.0,0.0,2.0
184,1927,1.0,3,92437,0,92437,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,92437.0,0.0,0.0,0.0,967866.0,3658577.0,4626443.0,50.0,78.0,201.05,89,1.0,0.0,0.20920305297179712,0.7907969470282029,0.0,3.0
185,1914,1.0,7,128766,0,128766,NonResidential,Other,"Office, Other, Other - Entertainment/Public Assembly",Other - Entertainment/Public Assembly,Other,Office,109754.0,12876.0,6136.0,0.0,5732650.0,324760.0,6057410.0,47.0,,57.21,102,1.0,0.0,0.9463863268294536,0.05361367317054649,0.0,7.0
186,1913,1.0,9,107572,0,107572,NonResidential,Residence Hall,"Office, Residence Hall/Dormitory, Retail Store",Residence Hall/Dormitory,Office,Retail Store,63934.0,27143.0,10568.0,3076446.5,2496056.0,0.0,5572503.0,54.79999924,76.0,254.87,103,1.0,0.0,0.44792367092489677,0.0,0.5520762393488169,9.0
187,1955,1.0,15,230880,0,230880,NonResidential,Other,Other,Other,None,None,203000.0,0.0,0.0,0.0,62197171.0,0.0,62197176.0,306.3999939,,433.6,61,1.0,0.0,0.9999999196104981,0.0,0.0,15.0
191,2007,1.0,3,204961,0,204961,SPS-District K-12,K-12 School,K-12 School,K-12 School,None,None,204961.0,0.0,0.0,0.0,4528726.0,3662082.0,8190809.0,40.0,94.0,226.06,9,1.0,0.0,0.5529033823154709,0.44709649559646675,0.0,3.0
192,1973,1.0,1,76086,0,76086,NonResidential,Other,Other,Other,None,None,77810.0,0.0,0.0,0.0,1563366.0,1704198.0,3267564.0,42.0,,101.41,43,1.0,0.0,0.4784500012853612,0.5215499987146388,0.0,1.0
193,1927,1.0,5,190000,39000,151000,NonResidential,Medical Office,"Medical Office, Office",Medical Office,Office,None,146741.0,9805.0,0.0,0.0,18745441.0,9986059.0,28731502.0,183.5,1.0,661.04,89,0.7947368421052632,0.20526315789473684,0.652435121560996,0.34756480882899893,0.0,5.0
194,1961,1.0,4,122309,0,122309,NonResidential,Hotel,Hotel,Hotel,None,None,122309.0,0.0,0.0,0.0,6322533.0,19131155.0,25453690.0,208.1000061,8.0,1060.13,55,1.0,0.0,0.24839357279828583,0.751606348627645,0.0,4.0
195,1995,4.0,3,215476,0,215476,Campus,Other,Other,Other,None,None,217088.0,0.0,0.0,0.0,13788853.0,10228916.0,24017770.0,110.5999985,,639.39,21,1.0,0.0,0.574110460713047,0.42588949765111417,0.0,1.0
196,2003,1.0,8,254273,38800,215473,NonResidential,Hotel,Hotel,Hotel,None,None,277000.0,0.0,0.0,0.0,13763542.0,12895700.0,26659244.0,96.19999695,29.0,780.84,13,0.8474081007421158,0.15259189925788424,0.5162765305722848,0.48372339440683315,0.0,8.0
